placeDcid,placeName,Date:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue
geoId/37149,Polk County,2021,49319000,https://www.bea.gov/
geoId/37151,Randolph County,2021,115429000,https://www.bea.gov/
geoId/37153,Richmond County,2021,26351000,https://www.bea.gov/
geoId/37155,Robeson County,2021,96832000,https://www.bea.gov/
geoId/37157,Rockingham County,2021,62004000,https://www.bea.gov/
geoId/37159,Rowan County,2021,155163000,https://www.bea.gov/
geoId/37161,Rutherford County,2021,62670000,https://www.bea.gov/
geoId/37163,Sampson County,2021,36571000,https://www.bea.gov/
geoId/37165,Scotland County,2021,39865000,https://www.bea.gov/
geoId/37167,Stanly County,2021,53637000,https://www.bea.gov/
geoId/37169,Stokes County,2021,25008000,https://www.bea.gov/
geoId/37171,Surry County,2021,72209000,https://www.bea.gov/
geoId/37173,Swain County,2021,57376000,https://www.bea.gov/
geoId/37175,Transylvania County,2021,57656000,https://www.bea.gov/
geoId/37177,Tyrrell County,2019,1380000,https://www.bea.gov/
geoId/37179,Union County,2021,198577000,https://www.bea.gov/
geoId/37181,Vance County,2021,40597000,https://www.bea.gov/
geoId/37183,Wake County,2021,2486430000,https://www.bea.gov/
geoId/37185,Warren County,2021,12086000,https://www.bea.gov/
geoId/37187,Washington County,2021,8457000,https://www.bea.gov/
geoId/37189,Watauga County,2021,178971000,https://www.bea.gov/
geoId/37191,Wayne County,2021,115240000,https://www.bea.gov/
geoId/37193,Wilkes County,2021,47606000,https://www.bea.gov/
geoId/37195,Wilson County,2021,105342000,https://www.bea.gov/
geoId/37197,Yadkin County,2021,24814000,https://www.bea.gov/
geoId/37199,Yancey County,2021,14063000,https://www.bea.gov/
geoId/38001,Adams County,2021,1185000,https://www.bea.gov/
geoId/38003,Barnes County,2019,9627000,https://www.bea.gov/
geoId/38005,Benson County,2021,1561000,https://www.bea.gov/
geoId/38007,Billings County,2021,14542000,https://www.bea.gov/
geoId/38009,Bottineau County,2021,5752000,https://www.bea.gov/
geoId/38011,Bowman County,2021,3535000,https://www.bea.gov/
geoId/38013,Burke County,2021,758000,https://www.bea.gov/
geoId/38015,Burleigh County,2021,171582000,https://www.bea.gov/
geoId/38017,Cass County,2021,425738000,https://www.bea.gov/
geoId/38019,Cavalier County,2021,2152000,https://www.bea.gov/
geoId/38021,Dickey County,2021,2724000,https://www.bea.gov/
geoId/38023,Divide County,2021,2353000,https://www.bea.gov/
geoId/38025,Dunn County,2021,7187000,https://www.bea.gov/
geoId/38027,Eddy County,2021,700000,https://www.bea.gov/
geoId/38029,Emmons County,2021,1198000,https://www.bea.gov/
geoId/38031,Foster County,2021,4223000,https://www.bea.gov/
geoId/38033,Golden Valley County,2021,696000,https://www.bea.gov/
geoId/38035,Grand Forks County,2021,122918000,https://www.bea.gov/
geoId/38037,Grant County,2020,637000,https://www.bea.gov/
geoId/38039,Griggs County,2021,1562000,https://www.bea.gov/
geoId/38041,Hettinger County,2021,818000,https://www.bea.gov/
geoId/38043,Kidder County,2021,1642000,https://www.bea.gov/
geoId/38045,LaMoure County,2021,987000,https://www.bea.gov/
geoId/38047,Logan County,2021,664000,https://www.bea.gov/
geoId/38049,McHenry County,2019,2938000,https://www.bea.gov/
geoId/38051,McIntosh County,2021,975000,https://www.bea.gov/
geoId/38053,McKenzie County,2021,33276000,https://www.bea.gov/
geoId/38055,McLean County,2021,6143000,https://www.bea.gov/
geoId/38057,Mercer County,2021,6532000,https://www.bea.gov/
geoId/38059,Morton County,2021,29949000,https://www.bea.gov/
geoId/38061,Mountrail County,2021,15090000,https://www.bea.gov/
geoId/38063,Nelson County,2019,1296000,https://www.bea.gov/
geoId/38065,Oliver County,2018,262000,https://www.bea.gov/
geoId/38067,Pembina County,2021,2920000,https://www.bea.gov/
geoId/38069,Pierce County,2021,2853000,https://www.bea.gov/
geoId/38071,Ramsey County,2021,22505000,https://www.bea.gov/
geoId/38073,Ransom County,2021,2849000,https://www.bea.gov/
geoId/38075,Renville County,2019,1005000,https://www.bea.gov/
geoId/38077,Richland County,2021,12631000,https://www.bea.gov/
geoId/38079,Rolette County,2021,2775000,https://www.bea.gov/
geoId/38081,Sargent County,2021,1198000,https://www.bea.gov/
geoId/38083,Sheridan County,2021,235000,https://www.bea.gov/
geoId/38085,Sioux County,2021,468000,https://www.bea.gov/
geoId/38087,Slope County,2016,236000,https://www.bea.gov/
geoId/38089,Stark County,2021,52542000,https://www.bea.gov/
geoId/38091,Steele County,2021,577000,https://www.bea.gov/
geoId/38093,Stutsman County,2021,27329000,https://www.bea.gov/
geoId/38095,Towner County,2021,747000,https://www.bea.gov/
geoId/38097,Traill County,2021,3631000,https://www.bea.gov/
geoId/38099,Walsh County,2021,3304000,https://www.bea.gov/
geoId/38101,Ward County,2021,109588000,https://www.bea.gov/
geoId/38103,Wells County,2021,2406000,https://www.bea.gov/
geoId/38105,Williams County,2021,92321000,https://www.bea.gov/
geoId/39001,Adams County,2021,14815000,https://www.bea.gov/
geoId/39003,Allen County,2021,136464000,https://www.bea.gov/
geoId/39005,Ashland County,2021,55969000,https://www.bea.gov/
geoId/39007,Ashtabula County,2021,84978000,https://www.bea.gov/
geoId/39009,Athens County,2021,69105000,https://www.bea.gov/
geoId/39011,Auglaize County,2021,44164000,https://www.bea.gov/
geoId/39013,Belmont County,2021,74108000,https://www.bea.gov/
geoId/39015,Brown County,2021,23639000,https://www.bea.gov/
geoId/39017,Butler County,2021,542184000,https://www.bea.gov/
geoId/39019,Carroll County,2021,15411000,https://www.bea.gov/
geoId/39021,Champaign County,2021,18686000,https://www.bea.gov/
geoId/39023,Clark County,2021,128406000,https://www.bea.gov/
geoId/39025,Clermont County,2021,238754000,https://www.bea.gov/
geoId/39027,Clinton County,2021,45753000,https://www.bea.gov/
geoId/39029,Columbiana County,2021,62759000,https://www.bea.gov/
geoId/39031,Coshocton County,2021,17767000,https://www.bea.gov/
geoId/39033,Crawford County,2021,29761000,https://www.bea.gov/
geoId/39035,Cuyahoga County,2021,3175008000,https://www.bea.gov/
geoId/39037,Darke County,2021,34425000,https://www.bea.gov/
geoId/39039,Defiance County,2021,39701000,https://www.bea.gov/
geoId/39041,Delaware County,2021,525750000,https://www.bea.gov/
geoId/39043,Erie County,2021,580938000,https://www.bea.gov/
geoId/39045,Fairfield County,2021,180240000,https://www.bea.gov/
geoId/39047,Fayette County,2021,32854000,https://www.bea.gov/
geoId/39049,Franklin County,2021,2970492000,https://www.bea.gov/
geoId/39051,Fulton County,2021,39561000,https://www.bea.gov/
geoId/39053,Gallia County,2021,24947000,https://www.bea.gov/
geoId/39055,Geauga County,2021,96003000,https://www.bea.gov/
geoId/39057,Greene County,2021,257114000,https://www.bea.gov/
geoId/39059,Guernsey County,2021,52977000,https://www.bea.gov/
geoId/39061,Hamilton County,2021,2308508000,https://www.bea.gov/
geoId/39063,Hancock County,2021,117875000,https://www.bea.gov/
geoId/39065,Hardin County,2021,18776000,https://www.bea.gov/
geoId/39067,Harrison County,2021,5960000,https://www.bea.gov/
geoId/39069,Henry County,2021,15028000,https://www.bea.gov/
geoId/39071,Highland County,2021,24270000,https://www.bea.gov/
geoId/39073,Hocking County,2021,43424000,https://www.bea.gov/
geoId/39075,Holmes County,2021,48403000,https://www.bea.gov/
geoId/39077,Huron County,2021,45169000,https://www.bea.gov/
geoId/39079,Jackson County,2021,25206000,https://www.bea.gov/
geoId/39081,Jefferson County,2021,49863000,https://www.bea.gov/
geoId/39083,Knox County,2013,45332000,https://www.bea.gov/
geoId/39085,Lake County,2021,298309000,https://www.bea.gov/
geoId/39087,Lawrence County,2021,31615000,https://www.bea.gov/
geoId/39089,Licking County,2021,169678000,https://www.bea.gov/
geoId/39091,Logan County,2021,48920000,https://www.bea.gov/
geoId/39093,Lorain County,2021,287116000,https://www.bea.gov/
geoId/39095,Lucas County,2021,744145000,https://www.bea.gov/
geoId/39097,Madison County,2021,38873000,https://www.bea.gov/
geoId/39099,Mahoning County,2021,370434000,https://www.bea.gov/
geoId/39101,Marion County,2021,55301000,https://www.bea.gov/
geoId/39103,Medina County,2021,184000000,https://www.bea.gov/
geoId/39105,Meigs County,2021,9156000,https://www.bea.gov/
geoId/39107,Mercer County,2021,30095000,https://www.bea.gov/
geoId/39109,Miami County,2021,110582000,https://www.bea.gov/
geoId/39111,Monroe County,2021,5186000,https://www.bea.gov/
geoId/39113,Montgomery County,2021,769715000,https://www.bea.gov/
geoId/39115,Morgan County,2020,4537000,https://www.bea.gov/
geoId/39117,Morrow County,2021,15444000,https://www.bea.gov/
geoId/39119,Muskingum County,2021,121813000,https://www.bea.gov/
geoId/39121,Noble County,2018,5881000,https://www.bea.gov/
geoId/39123,Ottawa County,2021,118740000,https://www.bea.gov/
geoId/39125,Paulding County,2019,4755000,https://www.bea.gov/
geoId/39127,Perry County,2021,12175000,https://www.bea.gov/
geoId/39129,Pickaway County,2021,43415000,https://www.bea.gov/
geoId/39131,Pike County,2016,14961000,https://www.bea.gov/
geoId/39133,Portage County,2021,170938000,https://www.bea.gov/
geoId/39135,Preble County,2021,26458000,https://www.bea.gov/
geoId/39137,Putnam County,2021,18379000,https://www.bea.gov/
geoId/39139,Richland County,2021,135612000,https://www.bea.gov/
geoId/39141,Ross County,2021,101661000,https://www.bea.gov/
geoId/39143,Sandusky County,2021,61510000,https://www.bea.gov/
geoId/39145,Scioto County,2021,63437000,https://www.bea.gov/
geoId/39147,Seneca County,2021,47530000,https://www.bea.gov/
geoId/39149,Shelby County,2021,33616000,https://www.bea.gov/
geoId/39151,Stark County,2021,501153000,https://www.bea.gov/
geoId/39153,Summit County,2021,805786000,https://www.bea.gov/
geoId/39155,Trumbull County,2021,196218000,https://www.bea.gov/
geoId/39157,Tuscarawas County,2021,99555000,https://www.bea.gov/
geoId/39159,Union County,2021,59189000,https://www.bea.gov/
geoId/39161,Van Wert County,2021,19478000,https://www.bea.gov/
geoId/39163,Vinton County,2021,3099000,https://www.bea.gov/
geoId/39165,Warren County,2021,508037000,https://www.bea.gov/
geoId/39167,Washington County,2021,62839000,https://www.bea.gov/
geoId/39169,Wayne County,2021,90692000,https://www.bea.gov/
geoId/39171,Williams County,2021,23360000,https://www.bea.gov/
geoId/39173,Wood County,2021,177354000,https://www.bea.gov/
geoId/39175,Wyandot County,2021,10673000,https://www.bea.gov/
geoId/40001,Adair County,2021,7597000,https://www.bea.gov/
geoId/40003,Alfalfa County,2021,2773000,https://www.bea.gov/
geoId/40005,Atoka County,2021,16437000,https://www.bea.gov/
geoId/40007,Beaver County,2021,1912000,https://www.bea.gov/
geoId/40009,Beckham County,2021,31319000,https://www.bea.gov/
geoId/40011,Blaine County,2021,24110000,https://www.bea.gov/
geoId/40013,Bryan County,2016,45282000,https://www.bea.gov/
geoId/40015,Caddo County,2017,9275000,https://www.bea.gov/
geoId/40017,Canadian County,2021,188186000,https://www.bea.gov/
geoId/40019,Carter County,2021,68463000,https://www.bea.gov/
geoId/40021,Cherokee County,2021,35811000,https://www.bea.gov/
geoId/40023,Choctaw County,2021,9027000,https://www.bea.gov/
geoId/40025,Cimarron County,2021,1887000,https://www.bea.gov/
geoId/40027,Cleveland County,2021,433202000,https://www.bea.gov/
geoId/40029,Coal County,2021,2628000,https://www.bea.gov/
geoId/40031,Comanche County,2021,167250000,https://www.bea.gov/
geoId/40033,Cotton County,2021,3183000,https://www.bea.gov/
geoId/40035,Craig County,2021,13743000,https://www.bea.gov/
geoId/40037,Creek County,2021,51076000,https://www.bea.gov/
geoId/40039,Custer County,2021,56523000,https://www.bea.gov/
geoId/40041,Delaware County,2021,48642000,https://www.bea.gov/
geoId/40043,Dewey County,2021,4847000,https://www.bea.gov/
geoId/40045,Ellis County,2021,2000000,https://www.bea.gov/
geoId/40047,Garfield County,2021,81098000,https://www.bea.gov/
geoId/40049,Garvin County,2021,44575000,https://www.bea.gov/
geoId/40051,Grady County,2021,35108000,https://www.bea.gov/
geoId/40053,Grant County,2021,1174000,https://www.bea.gov/
geoId/40055,Greer County,2019,990000,https://www.bea.gov/
geoId/40057,Harmon County,2021,1690000,https://www.bea.gov/
geoId/40059,Harper County,2021,966000,https://www.bea.gov/
geoId/40061,Haskell County,2021,10088000,https://www.bea.gov/
geoId/40063,Hughes County,2021,5341000,https://www.bea.gov/
geoId/40065,Jackson County,2021,29360000,https://www.bea.gov/
geoId/40067,Jefferson County,2021,2576000,https://www.bea.gov/
geoId/40069,Johnston County,2021,5454000,https://www.bea.gov/
geoId/40071,Kay County,2021,50515000,https://www.bea.gov/
geoId/40073,Kingfisher County,2021,10411000,https://www.bea.gov/
geoId/40075,Kiowa County,2021,3405000,https://www.bea.gov/
geoId/40077,Latimer County,2021,3060000,https://www.bea.gov/
geoId/40079,Le Flore County,2021,19994000,https://www.bea.gov/
geoId/40081,Lincoln County,2021,28177000,https://www.bea.gov/
geoId/40083,Logan County,2021,31531000,https://www.bea.gov/
geoId/40085,Love County,2021,75172000,https://www.bea.gov/
geoId/40087,McClain County,2021,49433000,https://www.bea.gov/
geoId/40089,McCurtain County,2021,40511000,https://www.bea.gov/
geoId/40091,McIntosh County,2021,15610000,https://www.bea.gov/
geoId/40093,Major County,2020,1593000,https://www.bea.gov/
geoId/40095,Marshall County,2021,15754000,https://www.bea.gov/
geoId/40097,Mayes County,2021,40533000,https://www.bea.gov/
geoId/40099,Murray County,2021,14735000,https://www.bea.gov/
geoId/40101,Muskogee County,2021,70216000,https://www.bea.gov/
geoId/40103,Noble County,2021,11065000,https://www.bea.gov/
geoId/40105,Nowata County,2021,3064000,https://www.bea.gov/
geoId/40107,Okfuskee County,2020,4829000,https://www.bea.gov/
geoId/40109,Oklahoma County,2021,2034906000,https://www.bea.gov/
geoId/40111,Okmulgee County,2021,22278000,https://www.bea.gov/
geoId/40113,Osage County,2021,38203000,https://www.bea.gov/
geoId/40115,Ottawa County,2021,40619000,https://www.bea.gov/
geoId/40117,Pawnee County,2021,7206000,https://www.bea.gov/
geoId/40119,Payne County,2021,146108000,https://www.bea.gov/
geoId/40121,Pittsburg County,2021,43943000,https://www.bea.gov/
geoId/40123,Pontotoc County,2021,55332000,https://www.bea.gov/
geoId/40125,Pottawatomie County,2021,299489000,https://www.bea.gov/
geoId/40127,Pushmataha County,2021,3463000,https://www.bea.gov/
geoId/40129,Roger Mills County,2020,4038000,https://www.bea.gov/
geoId/40131,Rogers County,2021,72976000,https://www.bea.gov/
geoId/40133,Seminole County,2021,17271000,https://www.bea.gov/
geoId/40135,Sequoyah County,2021,29311000,https://www.bea.gov/
geoId/40137,Stephens County,2021,41636000,https://www.bea.gov/
geoId/40139,Texas County,2021,13526000,https://www.bea.gov/
geoId/40141,Tillman County,2021,2638000,https://www.bea.gov/
geoId/40143,Tulsa County,2021,1310816000,https://www.bea.gov/
geoId/40145,Wagoner County,2021,32312000,https://www.bea.gov/
geoId/40147,Washington County,2021,68919000,https://www.bea.gov/
geoId/40149,Washita County,2008,2409000,https://www.bea.gov/
geoId/40151,Woods County,2021,11942000,https://www.bea.gov/
geoId/40153,Woodward County,2021,29601000,https://www.bea.gov/
geoId/41001,Baker County,2021,20607000,https://www.bea.gov/
geoId/41003,Benton County,2021,127989000,https://www.bea.gov/
geoId/41005,Clackamas County,2021,620788000,https://www.bea.gov/
geoId/41007,Clatsop County,2021,239670000,https://www.bea.gov/
geoId/41009,Columbia County,2021,39499000,https://www.bea.gov/
geoId/41011,Coos County,2021,162894000,https://www.bea.gov/
geoId/41013,Crook County,2021,38409000,https://www.bea.gov/
geoId/41015,Curry County,2021,45462000,https://www.bea.gov/
geoId/41017,Deschutes County,2021,577575000,https://www.bea.gov/
geoId/41019,Douglas County,2021,115332000,https://www.bea.gov/
geoId/41021,Gilliam County,2021,4321000,https://www.bea.gov/
geoId/41023,Grant County,2021,6690000,https://www.bea.gov/
geoId/41025,Harney County,2021,14486000,https://www.bea.gov/
geoId/41027,Hood River County,2021,104809000,https://www.bea.gov/
geoId/41029,Jackson County,2021,395990000,https://www.bea.gov/
geoId/41031,Jefferson County,2021,28443000,https://www.bea.gov/
geoId/41033,Josephine County,2021,262879000,https://www.bea.gov/
geoId/41035,Klamath County,2021,113800000,https://www.bea.gov/
geoId/41037,Lake County,2019,5250000,https://www.bea.gov/
geoId/41039,Lane County,2021,707441000,https://www.bea.gov/
geoId/41041,Lincoln County,2021,217057000,https://www.bea.gov/
geoId/41043,Linn County,2021,116916000,https://www.bea.gov/
geoId/41045,Malheur County,2018,39237000,https://www.bea.gov/
geoId/41047,Marion County,2021,514224000,https://www.bea.gov/
geoId/41049,Morrow County,2018,6584000,https://www.bea.gov/
geoId/41051,Multnomah County,2021,2766259000,https://www.bea.gov/
geoId/41053,Polk County,2021,64168000,https://www.bea.gov/
geoId/41055,Sherman County,2021,7596000,https://www.bea.gov/
geoId/41057,Tillamook County,2021,66053000,https://www.bea.gov/
geoId/41059,Umatilla County,2021,80608000,https://www.bea.gov/
